Energy,Mean Intensity,ROI,Normalized Mean Intensity,pre_edge_line,post_edge_line,mu
282.5,0.34826052,b,0.006860401377387244,0.34642986408950593,0.6155268953951888,0.3482605218887329
283.0,0.34832773,b,0.011806969409822444,0.34517710571062454,0.6135231680791111,0.34832772612571716
283.5,0.34084454,b,-0.011541590242921463,0.34392434733174315,0.6115194407630333,0.3408445417881012
283.6,0.342937,b,-0.002761173820484178,0.3436737956559668,0.6111186952998178,0.34293699264526367
283.7,0.33961347,b,-0.01427716099240807,0.34342324398019064,0.6107179498366024,0.3396134674549103
283.8,0.3429244,b,-0.0009305284198831663,0.3431726923044143,0.6103172043733869,0.3429243862628937
283.9,0.34471008,b,0.006700320610285907,0.34292214062863813,0.6099164589101713,0.3447100818157196
284.0,0.34807146,b,0.020236034849487994,0.34267158895286176,0.6095157134469558,0.34807145595550537
284.1,0.3424496,b,0.0006699116033672681,0.3424210372770854,0.6091149679837403,0.3424496054649353
284.2,0.35781938,b,0.05977002633958761,0.34217048560130925,0.6087142225205249,0.3578193783760071
284.3,0.35879412,b,0.06492468366681081,0.3419199339255329,0.6083134770573093,0.35879412293434143
284.4,0.36129412,b,0.075795236220775,0.34166938224975674,0.6079127315940939,0.36129412055015564
284.5,0.3597479,b,0.07150251127733875,0.34141883057398037,0.6075119861308783,0.35974788665771484
284.6,0.38263866,b,0.15878763289345632,0.341168278898204,0.6071112406676626,0.3826386630535126
284.7,0.38687813,b,0.1761768680457365,0.34091772722242786,0.6067104952044473,0.3868781328201294
284.8,0.39923948,b,0.22400289068249024,0.3406671755466515,0.6063097497412315,0.3992394804954529
284.9,0.416458,b,0.2900312346630418,0.34041662387087535,0.6059090042780164,0.41645801067352295
285.0,0.42687815,b,0.3305825830879304,0.340166072195099,0.6055082588148006,0.4268781542778015
285.1,0.42144117,b,0.3117092380924895,0.3399155205193226,0.6051075133515849,0.4214411675930023
285.2,0.4218487,b,0.31473831817210307,0.33966496884354647,0.6047067678883696,0.42184871435165405
285.3,0.4209874,b,0.313012323803727,0.3394144171677701,0.6043060224251539,0.42098739743232727
285.4,0.41355884,b,0.2866755579829019,0.33916386549199395,0.6039052769619386,0.41355884075164795
285.5,0.41950423,b,0.3104577191140798,0.3389133138162176,0.6035045314987229,0.41950422525405884
285.6,0.406042,b,0.2615097791002232,0.3386627621404412,0.6031037860355073,0.4060420095920563
285.7,0.40611345,b,0.26327928266667366,0.3384122104646651,0.602703040572292,0.4061134457588196
285.8,0.39610925,b,0.22729030540998874,0.3381616587888887,0.6023022951090764,0.3961092531681061
285.9,0.39993697,b,0.24313650907567064,0.33791110711311256,0.6019015496458608,0.3999369740486145
286.0,0.4072353,b,0.2719888063097097,0.3376605554373362,0.6015008041826454,0.4072352945804596
286.1,0.40975213,b,0.28292246054215797,0.33741000376155983,0.6011000587194298,0.40975213050842285
286.2,0.41564283,b,0.30649968082374657,0.3371594520857837,0.6006993132562144,0.4156428277492523
286.3,0.4343824,b,0.3782281725325174,0.3369089004100073,0.6002985677929988,0.4343824088573456
286.4,0.45375627,b,0.45233364304335,0.33665834873423117,0.5998978223297834,0.45375627279281616
286.5,0.47264293,b,0.5246132972004678,0.3364077970584548,0.599497076866568,0.4726429283618927
286.6,0.47620168,b,0.5394515492762142,0.33615724538267844,0.5990963314033522,0.4762016832828522
286.7,0.4846891,b,0.5727599418550579,0.3359066937069023,0.5986955859401368,0.4846890866756439
286.8,0.4733193,b,0.5316533626311654,0.3356561420311259,0.598294840476921,0.47331929206848145
286.9,0.48091596,b,0.5616237322604231,0.33540559035534967,0.5978940950137057,0.48091596364974976
287.0,0.47184452,b,0.5291302529385662,0.3351550386795734,0.5974933495504902,0.47184452414512634
287.1,0.49196216,b,0.6060230306881852,0.33490448700379705,0.5970926040872744,0.49196216464042664
287.2,0.50549996,b,0.6582577944897824,0.3346539353280209,0.5966918586240592,0.5054999589920044
287.3,0.5251093,b,0.7332456833399051,0.33440338365224453,0.5962911131608435,0.5251092910766602
287.4,0.538521,b,0.7850079105013896,0.3341528319764683,0.5958903676976282,0.5385209918022156
287.5,0.55806303,b,0.859743616006352,0.333902280300692,0.5954896222344124,0.5580630302429199
287.6,0.57051677,b,0.9079158602418642,0.33365172862491566,0.5950888767711968,0.5705167651176453
287.7,0.5933907,b,0.9951378801794969,0.3334011769491395,0.5946881313079815,0.593390703201294
287.8,0.6205841,b,1.0985469883873786,0.33315062527336314,0.5942873858447659,0.6205840706825256
287.9,0.64809245,b,1.2031366005626423,0.3329000735975869,0.5938866403815505,0.6480924487113953
